libraryID,taxID,counts,kingdom,phylum,class,order,family,genera,species,EFB_status,Yard
ApisM_MM__10_26_2021_barcode03,554131,38,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, NA, Thiomonas, Thiomonas sp. CB2,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1496,3,Bacteria, Bacillota, Eubacteriales, Clostridia, Peptostreptococcaceae, Clostridioides, Clostridioides difficile,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,559173,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Fructobacillus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,553,41,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Erwiniaceae, Pantoea, Pantoea ananatis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,985762,8,Bacteria, Bacillota, Bacillales, Bacilli, Staphylococcaceae, Staphylococcus, Staphylococcus agnetis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2803948,3,Bacteria, Actinomycetota, Kitasatosporales, Actinomycetes, Streptomycetaceae, Streptomyces, Streptomyces sp. M2CJ-2,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2620435,3,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactobacillus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,108619,2,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2292891,3,Bacteria, Bacillota, NA, NA, NA, NA, Firmicutes bacterium AM29-6AC,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,520487,23,Bacteria, Pseudomonadota, Hyphomicrobiales, Alphaproteobacteria, Brucellaceae, Brucella, Brucella suis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,206403,2,Bacteria, Campylobacterota, Campylobacterales, Epsilonproteobacteria, Sulfurovaceae, Sulfurovum, Sulfurovum lithotrophicum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,28141,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Cronobacter, Cronobacter sakazakii,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1678,12,Bacteria, Actinomycetota, Bifidobacteriales, Actinomycetes, Bifidobacteriaceae, Bifidobacterium, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1805475,1,Bacteria, Bacillota, Bacillales, Bacilli, Bacillaceae, Bacillus, Bacillus massilionigeriensis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1420917,1,Bacteria, Pseudomonadota, Pseudomonadales, Gammaproteobacteria, Marinobacteraceae, Marinobacter, Marinobacter salarius,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1090930,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Escherichia, Escherichia coli,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,648716,1,Bacteria, Bacillota, Bacillales, Bacilli, Paenibacillaceae, Cohnella, Cohnella sp. AR92,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2763007,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Fructobacillus, Fructobacillus sp. CRL 2054,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,653685,1,Bacteria, Bacillota, Bacillales, Bacilli, Bacillaceae, Bacillus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1812261,3,Bacteria, Bacillota, Bacillales, Bacilli, Staphylococcaceae, Jeotgalicoccus, Jeotgalicoccus schoeneichii,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,428125,5,Bacteria, Bacillota, Eubacteriales, Clostridia, Oscillospiraceae, NA, [Clostridium] leptum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,762966,4,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, Sutterellaceae, Parasutterella, Parasutterella excrementihominis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,593135,1,Bacteria, Pseudomonadota, Orbales, Gammaproteobacteria, Orbaceae, Orbus, Orbus hercynius,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1663591,1,Bacteria, Pseudomonadota, Rhodospirillales, Alphaproteobacteria, Rhodospirillaceae, Magnetospirillum, Magnetospirillum sp. XM-1,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,109327,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Eubacteriales Family XIII. Incertae Sedis, Anaerovorax, Anaerovorax odorimutans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,991935,2,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio cholerae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1630172,3,Bacteria, Actinomycetota, Bifidobacteriales, Actinomycetes, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium hapali,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1311,20,Bacteria, Bacillota, Lactobacillales, Bacilli, Streptococcaceae, Streptococcus, Streptococcus agalactiae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2925782,2,Bacteria, Bacillota, Eubacteriales, Clostridia, Peptostreptococcaceae, Tepidibacter, Tepidibacter sp. 8C15b,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,3018127,4,Bacteria, Bacillota, Bacillales, Bacilli, Bacillaceae, Bacillus, Bacillus cereus group sp. Bc008,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,456482,167,Bacteria, Pseudomonadota, Pasteurellales, Gammaproteobacteria, Pasteurellaceae, Haemophilus, Haemophilus influenzae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,90370,94,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,941280,16,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Escherichia, Escherichia coli,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1313,52,Bacteria, Bacillota, Lactobacillales, Bacilli, Streptococcaceae, Streptococcus, Streptococcus pneumoniae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,223919,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Clostridiaceae, Clostridium, Clostridium diolis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1465,1,Bacteria, Bacillota, Bacillales, Bacilli, Paenibacillaceae, Brevibacillus, Brevibacillus laterosporus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,90371,23,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1445513,1,Bacteria, Pseudomonadota, Orbales, Gammaproteobacteria, Orbaceae, Gilliamella, Gilliamella apicola,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1121290,2,Bacteria, Bacillota, Eubacteriales, Clostridia, Clostridiaceae, Clostridium, Clostridium acetireducens,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2,1022,Bacteria, NA, NA, NA, NA, NA, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1485,4,Bacteria, Bacillota, Eubacteriales, Clostridia, Clostridiaceae, Clostridium, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,868144,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Escherichia, Escherichia coli,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,904339,3,Bacteria, Bacillota, Bacillales, Bacilli, Staphylococcaceae, Staphylococcus, Staphylococcus hominis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1028490,6,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactiplantibacillus, Lactiplantibacillus pentosus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1131567,8,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, Oxalobacteraceae, Undibacterium, Undibacterium squillarum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,394935,5,Bacteria, Pseudomonadota, Neisseriales, Betaproteobacteria, Chromobacteriaceae, Chromobacterium, Chromobacterium haemolyticum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,405955,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Escherichia, Escherichia coli,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,445983,3,Bacteria, Spirochaetota, Spirochaetales, Spirochaetia, Borreliaceae, Borreliella, Borreliella burgdorferi,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2754717,3,Bacteria, Actinomycetota, NA, NA, NA, Candidatus Hakubanella, Candidatus Hakubanella thermoalkaliphilus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,671278,1,Bacteria, Pseudomonadota, Alteromonadales, Gammaproteobacteria, Alteromonadaceae, Alishewanella, Alishewanella tabrizica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,60520,13,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactiplantibacillus, Lactiplantibacillus paraplantarum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,149385,2,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,166486,3,Bacteria, Bacillota, Eubacteriales, Clostridia, Lachnospiraceae, Roseburia, Roseburia intestinalis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1245,3,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Leuconostoc, Leuconostoc mesenteroides,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,870967,21,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio scophthalmi,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,630626,75,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Shimwellia, Shimwellia blattae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,81424,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Lachnospiraceae, Lachnoclostridium, [Clostridium] methoxybenzovorans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,149539,2,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1987383,3,Bacteria, Bacillota, Lactobacillales, Bacilli, Enterococcaceae, Enterococcus, Enterococcus sp. 10A9_DIV0425,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,51366,8,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Salinivibrio, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1852815,3,Bacteria, Bacteroidota, NA, NA, NA, NA, Bacteroidetes bacterium ADurb.BinA012,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,216851,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Oscillospiraceae, Faecalibacterium, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1298915,1,Bacteria, Nitrospirota, NA, NA, NA, NA, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,991930,1,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio cholerae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2565925,5,Bacteria, Bacillota, Bacillales, Bacilli, Paenibacillaceae, Cohnella, Cohnella fermenti,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,780,1,Bacteria, Pseudomonadota, Rickettsiales, Alphaproteobacteria, Rickettsiaceae, Rickettsia, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1346,43,Bacteria, Bacillota, Lactobacillales, Bacilli, Streptococcaceae, Streptococcus, Streptococcus iniae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,727,635,Bacteria, Pseudomonadota, Pasteurellales, Gammaproteobacteria, Pasteurellaceae, Haemophilus, Haemophilus influenzae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,186826,17,Bacteria, Bacillota, Lactobacillales, Bacilli, NA, NA, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,520762,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Clostridiaceae, Thermotalea, Thermotalea metallivorans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1463165,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Klebsiella, Klebsiella quasipneumoniae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2024896,1,Bacteria, Chloroflexota, Anaerolineales, Anaerolineae, Anaerolineaceae, NA, Anaerolineaceae bacterium,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,28150,2,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Salmonella, Salmonella enterica,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,165186,4,Bacteria, Bacillota, Eubacteriales, Clostridia, Oscillospiraceae, Ruminococcus, uncultured Ruminococcus sp.,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1599,6,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Latilactobacillus, Latilactobacillus sakei,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1899015,3,Bacteria, Bacillota, Eubacteriales, Clostridia, Eubacteriaceae, Acetobacterium, Acetobacterium sp. MES1,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,586,15,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Morganellaceae, Providencia, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,571,2,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Klebsiella, Klebsiella oxytoca,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,165696,1,Bacteria, Pseudomonadota, Sphingomonadales, Alphaproteobacteria, Sphingomonadaceae, Novosphingobium, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1701325,14,Bacteria, NA, NA, NA, NA, NA, uncultured bacterium 5G12,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2083017,2,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, Sphaerotilaceae, Ideonella, Ideonella sp. MAG2,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1684,1,Bacteria, Actinomycetota, Bifidobacteriales, Actinomycetes, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium asteroides,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,882102,2,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio anguillarum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,667019,58,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2608891,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Enterococcaceae, Enterococcus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,47715,35,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lacticaseibacillus, Lacticaseibacillus rhamnosus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1204738,11,Bacteria, Pseudomonadota, Oceanospirillales, Gammaproteobacteria, Halomonadaceae, Halomonas, Halomonas titanicae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1639,5,Bacteria, Bacillota, Bacillales, Bacilli, Listeriaceae, Listeria, Listeria monocytogenes,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1435481,1,Bacteria, Bacillota, Bacillales, Bacilli, Staphylococcaceae, Staphylococcus, Staphylococcus aureus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,38293,99,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Photobacterium, Photobacterium damselae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1635276,1,Bacteria, Bacillota, NA, Clostridia, NA, NA, Clostridia bacterium 62_21,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,935294,12,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Leuconostoc, Leuconostoc lactis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1238231,23,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio parahaemolyticus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,44252,3,Bacteria, Bacillota, Bacillales, Bacilli, Paenibacillaceae, Paenibacillus, Paenibacillus macerans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2081964,2,Bacteria, Bacillota, Bacillales, Bacilli, Bacillaceae, Lysinibacillus, Lysinibacillus sp. B2A1,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,868183,5,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Escherichia, Escherichia coli,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2759736,8,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lacticaseibacillus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2008380,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Apilactobacillus, Apilactobacillus timberlakei,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1445514,4,Bacteria, Pseudomonadota, Orbales, Gammaproteobacteria, Orbaceae, Gilliamella, Gilliamella apicola,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1964395,11,Bacteria, Actinomycetota, Mycobacteriales, Actinomycetes, Mycobacteriaceae, Mycobacterium, Mycobacterium ahvazicum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1352,6,Bacteria, Bacillota, Lactobacillales, Bacilli, Enterococcaceae, Enterococcus, Enterococcus faecium,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,225849,2,Bacteria, Pseudomonadota, Alteromonadales, Gammaproteobacteria, Shewanellaceae, Shewanella, Shewanella piezotolerans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,83683,139,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactobacillus, Lactobacillus amylolyticus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,431944,32,Bacteria, Pseudomonadota, Rhodospirillales, Alphaproteobacteria, Rhodospirillaceae, Magnetospirillum, Magnetospirillum gryphiswaldense,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,482,233,Bacteria, Pseudomonadota, Neisseriales, Betaproteobacteria, Neisseriaceae, Neisseria, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1794906,264,Bacteria, Pseudomonadota, Pseudomonadales, Gammaproteobacteria, Marinobacteraceae, Marinobacter, Marinobacter sp. T13-3,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,192421,1,Bacteria, Bacillota, Bacillales, Bacilli, Planococcaceae, Planococcus, Planococcus maritimus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1908198,1,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Salinivibrio, Salinivibrio kushneri,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1359168,1,Bacteria, Pseudomonadota, Rickettsiales, Alphaproteobacteria, Rickettsiaceae, Orientia, Orientia chuto,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,498761,20,Bacteria, Bacillota, Eubacteriales, Clostridia, Heliobacteriaceae, Heliomicrobium, Heliomicrobium modesticaldum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1443279,58,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio aestuarianus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1578,429,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactobacillus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1310797,1,Bacteria, Pseudomonadota, Moraxellales, Gammaproteobacteria, Moraxellaceae, Acinetobacter, Acinetobacter baumannii,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2584090,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Leclercia, Leclercia sp. EC_58,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1218507,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactobacillus, Lactobacillus melliventris,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,738,6,Bacteria, Pseudomonadota, Pasteurellales, Gammaproteobacteria, Pasteurellaceae, Glaesserella, Glaesserella parasuis,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,68188,1,Bacteria, Actinomycetota, Kitasatosporales, Actinomycetes, Streptomycetaceae, Streptomyces, Streptomyces clavifer,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,680,38,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio campbellii,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,670,178,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio parahaemolyticus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,991928,2,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio cholerae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,525280,1,Bacteria, Bacillota, Erysipelotrichales, Erysipelotrichia, Erysipelotrichaceae, Erysipelothrix, Erysipelothrix rhusiopathiae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,659351,10,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio stylophorae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1273133,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Ligilactobacillus, Ligilactobacillus salivarius,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2653137,1,Bacteria, Pseudomonadota, Hyphomicrobiales, Alphaproteobacteria, NA, Enhydrobacter, Enhydrobacter sp. 8BJ,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2630218,5,Bacteria, Pseudomonadota, Rhodospirillales, Alphaproteobacteria, Acetobacteraceae, Commensalibacter, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,411460,1,Bacteria, Bacillota, Eubacteriales, Clostridia, Lachnospiraceae, Mediterraneibacter, [Ruminococcus] torques,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1123227,3,Bacteria, Pseudomonadota, Rhodospirillales, Alphaproteobacteria, Acetobacteraceae, Saccharibacter, Saccharibacter floricola,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1158289,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Morganellaceae, Arsenophonus, Arsenophonus endosymbiont of Bemisia tabaci,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,227943,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Limosilactobacillus, Limosilactobacillus antri,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,121039,1,Bacteria, Actinomycetota, Acidimicrobiales, Acidimicrobiia, Acidimicrobiaceae, Ferrimicrobium, Ferrimicrobium acidiphilum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,176292,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Secundilactobacillus, Secundilactobacillus malefermentans,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1458355,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Erwiniaceae, Mixta, Mixta theicola,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,537937,2,Bacteria, Actinomycetota, Bifidobacteriales, Actinomycetes, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium longum,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1400142,1,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,83558,3,Bacteria, Chlamydiota, Chlamydiales, Chlamydiia, Chlamydiaceae, Chlamydia, Chlamydia pneumoniae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1307834,4,Bacteria, Pseudomonadota, Rhodospirillales, Alphaproteobacteria, Acetobacteraceae, Gluconobacter, Gluconobacter frateurii,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1805933,6,Bacteria, Pseudomonadota, Enterobacterales, Gammaproteobacteria, Yersiniaceae, Rahnella, Rahnella sp. ERMR1:05,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2012495,2,Bacteria, Bacillota, Lactobacillales, Bacilli, Lactobacillaceae, Lactobacillus, Lactobacillus panisapium,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,170673,2,Bacteria, Pseudomonadota, Vibrionales, Gammaproteobacteria, Vibrionaceae, Vibrio, Vibrio kanaloae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1125847,16,Bacteria, Pseudomonadota, Hyphomicrobiales, Alphaproteobacteria, Rhizobiaceae, Pseudorhizobium, Pseudorhizobium banfieldiae,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,227290,1,Bacteria, Pseudomonadota, Hyphomicrobiales, Alphaproteobacteria, Rhizobiaceae, NA, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,710974,3,Bacteria, Pseudomonadota, NA, Gammaproteobacteria, NA, NA, uncultured gamma proteobacterium EB750_07C09,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,543736,10,Bacteria, Actinomycetota, Mycobacteriales, Actinomycetes, Nocardiaceae, Rhodococcus, Rhodococcus opacus,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,106589,2,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, Burkholderiaceae, Cupriavidus, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,483908,21,Bacteria, Bacillota, Bacillales, Bacilli, Paenibacillaceae, Paenibacillus, Paenibacillus sp. P22,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,2028210,11,Bacteria, Cyanobacteriota, Oscillatoriales, Cyanophyceae, Coleofasciculaceae, Geitlerinema, Geitlerinema sp. FC II,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,80840,11,Bacteria, Pseudomonadota, Burkholderiales, Betaproteobacteria, NA, NA, NA,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1196083,4,Bacteria, Pseudomonadota, Neisseriales, Betaproteobacteria, Neisseriaceae, Snodgrassella, Snodgrassella alvi,Negative,Yard B
ApisM_MM__10_26_2021_barcode03,1280,23,Bacteria, Bacillota, Bacillales, Bacilli, Staphylococcaceae, Staphylococcus, Staphylococcus aureus,Negative,Yard B
ApisM_MM__10_26_2021_barcode04,221988,1,Bacteria, Pseudomonadota, Pasteurellales, Gammaproteobacteria, Pasteurellaceae, Basfia, [Mannheimia] succiniciproducens,Positive,Yard B
ApisM_MM__10_26_2021_barcode04,1140001,10,Bacteria, Bacillota, Lactobacillales, Bacilli, Enterococcaceae, Enterococcus, Enterococcus durans,Positive,Yard B
ApisM_MM__10_26_2021_barcode04,249189,1,Bacteria, Bacillota, Lactobacillales, Bacilli, Enterococcaceae, Enterococcus, Enterococcus hermanniensis,Positive,Yard B
